000080_RUSLAN|Трижды ходил в уборную.
000081_RUSLAN|Заваривал чай.
000082_RUSLAN|До полярного сияния начистил лишенные индивидуальности ботинки.
000083_RUSLAN|Даже зачем-то возил свой мопед на кухню и обратно.
000084_RUSLAN|А я все говорил.
000085_RUSLAN|Я говорил, что Лев Толстой по сути дела обыватель.
000086_RUSLAN|Что Достоевский сродни постимпрессионизму.
000087_RUSLAN|Что апперцепция у Бальзака неорганична.
000088_RUSLAN|Что Люда Федосеенко сделала аборт.
000089_RUSLAN|Что американской прозе не хватает космополитического фермента.
000090_RUSLAN|И Тихомиров не выдержал.
000091_RUSLAN|Умышленно задев меня пологим животом, он рявкнул
000092_RUSLAN|Смотрите-ка писатель!
000093_RUSLAN|Да это же писатель!..
000094_RUSLAN|Расстреливать надо таких писателей!..
000095_RUSLAN|Знал бы я тогда, что этот вопль расслабленного умственной перегрузкой квартуполномоченного на долгие годы определит мою жизнь.
000096_RUSLAN|Расстреливать надо таких писателей!.. Кажется, я допускаю ошибку.
000097_RUSLAN|Необходима какая-то последовательность.
000098_RUSLAN|Например, хронологическая.
000099_RUSLAN|Первый литературный импульс вот с чего я начну.
000100_RUSLAN|Это было в октябре тысяча девятьсот сорок пятого года.
000101_RUSLAN|Башкирия, Уфа, эвакуация, мне три недели.
000102_RUSLAN|Когда-то я записал этот случай.
000103_RUSLAN|Мой отец был режиссером драматического театра.
000104_RUSLAN|Мать была в этом театре актрисой.
000105_RUSLAN|Война не разлучила их.
000106_RUSLAN|Они расстались значительно позже, когда все было хорошо.
000107_RUSLAN|Я родился в эвакуации, четвертого октября.
000108_RUSLAN|Прошло три недели.
000109_RUSLAN|Мать шла с коляской по бульвару.
000110_RUSLAN|И тут ее остановил незнакомый человек.
000111_RUSLAN|Мать говорила, что его лицо было некрасивым и грустным.
000112_RUSLAN|А главное совсем простым, как у деревенского мужика.
000113_RUSLAN|Я думаю, оно было еще и значительным.
000114_RUSLAN|Недаром мама помнила его всю жизнь.
000115_RUSLAN|Штатский незнакомец казался вполне здоровым.
000116_RUSLAN|Простите, решительно и смущенно выговорил он, но я бы хотел ущипнуть этого мальчишку.
000117_RUSLAN|Мама возмутилась.
000118_RUSLAN|Новости, сказала она, так вы и меня захотите ущипнуть.
000119_RUSLAN|Вряд ли, успокоил ее незнакомец.
000120_RUSLAN|Затем добавил
000121_RUSLAN|Хотя еще минуту назад я бы задумался, прежде чем ответить.
000122_RUSLAN|Идет война, заметила мама уже не так резко, священная война!
000123_RUSLAN|Настоящие мужчины гибнут на передовой.
000124_RUSLAN|А некоторые гуляют по бульвару и задают странные вопросы.
000125_RUSLAN|Да, печально согласился незнакомец, война идет.
000126_RUSLAN|Она идет в душе каждого из нас.
000127_RUSLAN|Затем добавил
000128_RUSLAN|Вы ранили мое сердце.
000129_RUSLAN|Прошло тридцать два года.
000130_RUSLAN|И вот я читаю статью об Андрее Платонове.
000131_RUSLAN|Оказывается, Платонов жил в Уфе.
000132_RUSLAN|Правда, очень недолго.
000133_RUSLAN|Весь октябрь сорок первого года.
000134_RUSLAN|И еще у него там случилась беда.
000135_RUSLAN|Пропал чемодан со всеми рукописями.
000136_RUSLAN|Человек, который хотел ущипнуть меня, был Андреем Платоновым.
000137_RUSLAN|Я поведал об этой встрече друзьям.
000138_RUSLAN|Унылые люди сказали, что это мог быть и не Андрей Платонов.
000139_RUSLAN|Мало ли загадочных типов шатается по бульварам?..
000140_RUSLAN|Какая чепуха!
000141_RUSLAN|В описанной истории даже я фигура несомненная!
000142_RUSLAN|Так что же говорить о Платонове?!..
000143_RUSLAN|Я часто думаю про вора, который украл чемодан с рукописями.
000144_RUSLAN|Вор, наверное, обрадовался, завидев чемодан Платонова.
000145_RUSLAN|Он думал, там лежит фляга спирта, шевиотовый мантель и большой кусок говядины.
000146_RUSLAN|То, что затем обнаружилось, было крепче спирта, ценнее шевиотового мантеля и дороже всей говядины нашей планеты.
000147_RUSLAN|Просто вор этого не знал.
000148_RUSLAN|Видно, он родился хроническим неудачником.
000149_RUSLAN|Хотел разбогатеть, а стал владельцем пустого чемодана.
000150_RUSLAN|Что может быть плачевнее?
000151_RUSLAN|Мазурик, должно быть, швырнул рукопись в канаву, где она и сгинула.
000152_RUSLAN|Рукопись, лежащая в канаве или в ящике стола, неотличима от прошлогодних газет.
000153_RUSLAN|Я не думаю, чтобы Андрей Платонов безмерно сожалел об утраченной рукописи.
000154_RUSLAN|В этих случаях настоящие писатели рассуждают так
000155_RUSLAN|Даже хорошо, что у меня пропали старые рукописи, ведь они были так несовершенны.
000156_RUSLAN|Теперь я вынужден переписать рассказы заново, и они станут лучше.
000157_RUSLAN|Было ли все так на самом деле?
000158_RUSLAN|Да разве это важно?!
000159_RUSLAN|Думаю, что обойдемся без нотариуса.
000160_RUSLAN|Моя душа требует этой встречи.
000161_RUSLAN|Не зря же я с детства мечтал о литературе.
000162_RUSLAN|И вот пытаюсь найти слова.
000163_RUSLAN|Я вынужден сообщать какие-то детали моей биографии, иначе многое останется неясным.
000164_RUSLAN|Сделаю это коротко, пунктиром.
000165_RUSLAN|Толстый застенчивый мальчик.
000166_RUSLAN|Мать самокритично бросила театр и работает корректором.
000167_RUSLAN|Дружба с Алешей Лаврентьевым, за которым приезжает форд.
000168_RUSLAN|Алеша шалит, мне поручено воспитывать его.
000169_RUSLAN|Тогда меня возьмут на дачу.
000170_RUSLAN|Я становлюсь маленьким гувернером.
000171_RUSLAN|Я умнее и больше читал.
000172_RUSLAN|Я знаю, как угодить взрослым.
000173_RUSLAN|Черные дворы.
000174_RUSLAN|Зарождающаяся тяга к плебсу.
000175_RUSLAN|Мечты о силе и бесстрашии.
000176_RUSLAN|Похороны дохлой кошки за сараями.
000177_RUSLAN|Моя надгробная речь, вызвавшая слезы Жанны, дочери электромонтера.
000178_RUSLAN|Я умею говорить, рассказывать.
000179_RUSLAN|Бесконечные двойки.
000180_RUSLAN|Равнодушие к точным наукам.
000181_RUSLAN|Совместное обучение.
000182_RUSLAN|Алла Горшкова.
000183_RUSLAN|Мой длинный язык.
000184_RUSLAN|Неуклюжие эпиграммы.
000185_RUSLAN|Тяжкое бремя сексуальной невинности.
000186_RUSLAN|тысяча девятьсот пятьдесят второй год.
000187_RUSLAN|Я отсылаю в газету Ленинские искры четыре стихотворения.
000188_RUSLAN|Одно, конечно, про Сталина.
000189_RUSLAN|Три про животных.
000190_RUSLAN|Первые рассказы.
000191_RUSLAN|Они публикуются в детском журнале Костер.
000192_RUSLAN|Напоминают худшие вещи средних профессионалов.
000193_RUSLAN|С поэзией кончено навсегда.
000194_RUSLAN|С невинностью тоже.
000195_RUSLAN|Аттестат зрелости.
000196_RUSLAN|Производственный стаж.
000197_RUSLAN|Типография имени Володарского.
000198_RUSLAN|Сигареты, вино и мужские разговоры.
000199_RUSLAN|Растущая тяга к плебсу.
000200_RUSLAN|То есть буквально ни одного интеллигентного приятеля.
000201_RUSLAN|Университет имени Жданова.
000202_RUSLAN|Звучит не хуже, чем Университет имени Аль Капоне.
000203_RUSLAN|Студенческие литературные упражнения.
000204_RUSLAN|Бесконечные переэкзаменовки.
000205_RUSLAN|Несчастная любовь, окончившаяся женитьбой.
000206_RUSLAN|Знакомство с молодыми ленинградскими поэтами Рейном, Найманом, Бродским.
000207_RUSLAN|Наиболее популярный человек той эпохи Сергей Вольф.
000208_RUSLAN|ДЕДУШКА РУССКОЙ СЛОВЕСНОСТИ
000209_RUSLAN|Нас познакомили в ресторане.
000210_RUSLAN|Вольф напоминал американского безработного с плаката.
000211_RUSLAN|Джинсы, свитер, мятый клетчатый пиджак.
000212_RUSLAN|Он пил водку.
000213_RUSLAN|Я пригласил его в фойе и невнятно объяснился без свидетелей.
000214_RUSLAN|Я хотел, чтобы Вольф прочитал мои рассказы.
000215_RUSLAN|Вольф был нетерпелив.
000216_RUSLAN|Я лишь позднее сообразил водка нагревается.
000217_RUSLAN|Любимые писатели?
000218_RUSLAN|коротко спросил Вольф.
000219_RUSLAN|Я назвал Хемингуэя, Белля, русских классиков.
000220_RUSLAN|Жаль, произнес он задумчиво, жаль.
000221_RUSLAN|Попрощался и ушел.
000222_RUSLAN|Я был несколько озадачен.
000223_RUSLAN|Женя Рейн потом объяснил мне
000224_RUSLAN|Назвали бы Вольфа.
000225_RUSLAN|Он бы вас угостил.
000226_RUSLAN|Настоящие писатели интересуются только собой.
000227_RUSLAN|Как всегда, Рейн был прав.
000228_RUSLAN|СОЛО НА УНДЕРВУДЕ
000229_RUSLAN|Как-то сидел у меня Веселов, бывший летчик.
000230_RUSLAN|Темпераментно рассказывал об авиации.
000231_RUSLAN|Самолеты преодолевают верхнюю облачность.
000232_RUSLAN|Жаворонки попадают в сопла.
000233_RUSLAN|Глохнут моторы.
000234_RUSLAN|Самолеты падают.
000235_RUSLAN|Люди разбиваются.
000236_RUSLAN|Жаворонки попадают в сопла.
000237_RUSLAN|Гибнут люди.
000238_RUSLAN|А напротив сидел Женя Рейн.
000239_RUSLAN|Самолеты разбиваются, кричал Веселов, моторы глохнут.
000240_RUSLAN|В сопла попадают жаворонки.
000241_RUSLAN|Гибнут люди.
000242_RUSLAN|Гибнут люди.
000243_RUSLAN|Тогда Рейн обиженно крикнул А жаворонки что выживают?!..
000244_RUSLAN|Да и с Вольфом у меня хорошие отношения.
000245_RUSLAN|О нем есть такая запись
000246_RUSLAN|СОЛО НА УНДЕРВУДЕ
000247_RUSLAN|Вольф с Длуголенским отправились ловить рыбу.
000248_RUSLAN|Вольф поймал огромного судака.
000249_RUSLAN|Вручил его хозяйке и говорит
000250_RUSLAN|Поджарьте этого судака, и будем вместе ужинать.
000251_RUSLAN|Так и сделали.
000252_RUSLAN|Поужинали, выпили.
000253_RUSLAN|Вольф и Длуголенский ушли в свой чулан.
000254_RUSLAN|Хмурый Вольф сказал Длуголенскому
000255_RUSLAN|У тебя есть карандаш и бумага?
000256_RUSLAN|Вольф порисовал минуты две и говорит Вот суки!
000257_RUSLAN|Они подали не всего судака!
000258_RUSLAN|Этот подъем был.
000259_RUSLAN|И этот спуск был.
000260_RUSLAN|А вот этого перевала не было.
000261_RUSLAN|Явный пробел в траектории судака.
000262_RUSLAN|тысяча девятьсот шестидесятый год.
000263_RUSLAN|Новый творческий подъем.
000264_RUSLAN|Рассказы, пошлые до крайности.
000265_RUSLAN|Тема одиночество.
000266_RUSLAN|Неизменный антураж вечеринка.
000267_RUSLAN|Вот примерный образчик фактуры
000268_RUSLAN| А ты славный малый!
000269_RUSLAN|Да, ты славный малый!
000270_RUSLAN|Нет, ты славный малый.
000271_RUSLAN|Просто замечательный.
000272_RUSLAN|Ты меня любишь?
000273_RUSLAN|Выпирающие ребра подтекста.
000274_RUSLAN|Хемингуэй как идеал литературный и человеческий.
000275_RUSLAN|Недолгие занятия боксом.
000276_RUSLAN|Развод, отмеченный трехдневной пьянкой.
000277_RUSLAN|Повестка из военкомата.
000278_RUSLAN|Я хотел уже перейти к решающему этапу своей литературной биографии.
000279_RUSLAN|И вот перечитал написанное.
000280_RUSLAN|Что-то важное скомкано, забыто.
000281_RUSLAN|Упущенные факты тормозят мои автобиографические дроги.
000282_RUSLAN|Я уже говорил, что познакомился с Бродским.
000283_RUSLAN|Вытеснив Хемингуэя, он навсегда стал моим литературным кумиром.
000284_RUSLAN|Нас познакомила моя бывшая жена Ася.
000285_RUSLAN|До этого она не раз говорила
000286_RUSLAN|Есть люди, перед которыми стоят великие цели!
000287_RUSLAN|СОЛО НА УНДЕРВУДЕ
000288_RUSLAN|Шли мы откуда-то с Бродским.
000289_RUSLAN|Был поздний вечер.
000290_RUSLAN|Спустились в метро закрыто.
000291_RUSLAN|Чугунная решетка от земли до потолка.
000292_RUSLAN|А за решеткой прогуливается милиционер.
000293_RUSLAN|Иосиф подошел ближе.
000294_RUSLAN|Затем довольно громко крикнул
000295_RUSLAN|Милиционер насторожился, обернулся.
000296_RUSLAN|Дивная картина, сказал ему Бродский, впервые наблюдаю мента за решеткой.
000297_RUSLAN|Я познакомился с Бродским, Найманом, Рейном.
000298_RUSLAN|В дальнейшем узнал их лучше.
000299_RUSLAN|То есть в послеармейские годы, когда мы несколько сблизились.
000300_RUSLAN|До этого я не мог по заслугам оценить их творческое и личное своеобразие.
000301_RUSLAN|Более того, мое отношение к этой группе поэтов имело налет скептицизма.
000302_RUSLAN|Помимо литературы я жил интересами спорта, футбола.
000303_RUSLAN|Нравился барышням из технических вузов.
000304_RUSLAN|Литература пока не стала моим единственным занятием.
000305_RUSLAN|Я уважал Евтушенко.
000306_RUSLAN|Почему же так важно упомянуть эту группу?
000307_RUSLAN|Я уже тогда знал о существовании неофициальной литературы.
000308_RUSLAN|О существовании так называемой второй культурной действительности.
000309_RUSLAN|Той самой действительности, которая через несколько лет превратится в единственную реальность.
000310_RUSLAN|Повестка из военкомата.
000311_RUSLAN|За три месяца до этого я покинул университет.
000312_RUSLAN|В дальнейшем я говорил о причинах ухода туманно.
000313_RUSLAN|Загадочно касался неких политических мотивов.
000314_RUSLAN|На самом деле все было проще.
000315_RUSLAN|Раза четыре я сдавал экзамен по немецкому языку.
000316_RUSLAN|И каждый раз проваливался.
000317_RUSLAN|Языка я не знал совершенно.
000318_RUSLAN|Ни единого слова.
000319_RUSLAN|Кроме имен вождей мирового пролетариата.
000320_RUSLAN|И наконец меня выгнали.
000321_RUSLAN|Я же, как водится, намекал, что страдаю за правду.
000322_RUSLAN|Затем меня призвали в армию.
000323_RUSLAN|И я попал в конвойную охрану.
000324_RUSLAN|Очевидно, мне суждено было побывать в аду.
000325_RUSLAN|Я не буду рассказывать, что такое ВОХРА.
000326_RUSLAN|Что такое нынешний Устьвымлаг.
000327_RUSLAN|Наиболее драматические ситуации отражены в моей рукописи Зона.
000328_RUSLAN|По ней, думаю, можно судить о том, как я жил эти годы.
000329_RUSLAN|Два экземпляра Зоны у меня сохранились.
000330_RUSLAN|Еще один благополучно переправлен в Нью-Йорк.
000331_RUSLAN|И последний, четвертый, находится в эстонском кэгэбэ.
000332_RUSLAN|Но об этом позже.
000333_RUSLAN|Зона мемуары надзирателя конвойной охраны, цикл тюремных рассказов.
000334_RUSLAN|Как видите, начал я с бытописания изнанки жизни.
000335_RUSLAN|Дебют вполне естественный Бабель, Горький, Хемингуэй.
000336_RUSLAN|Экзотичность пережитого материала важный литературный стимул.
000337_RUSLAN|Хотя наиболее чудовищные, эпатирующие подробности лагерной жизни я, как говорится, опустил.
000338_RUSLAN|Воспроизводить их не хотелось.
000339_RUSLAN|Это выглядело бы спекулятивно.
000340_RUSLAN|Эффект заключался бы не в художественной ткани произведения, а в самом материале.
000341_RUSLAN|Так что я игнорировал крайности, пытаясь держаться в обыденных эстетических рамках.
000342_RUSLAN|В чем основные идеи Зоны?
000343_RUSLAN|Мировая каторжная литература знает две системы идейных представлений.
000344_RUSLAN|Два нравственных аспекта.
000345_RUSLAN|Каторжник жертва, герой, благородная многострадальная фигура.
000346_RUSLAN|Соответственно распределяются моральные ориентиры.
000347_RUSLAN|То есть представители режима сила негативная, отрицательная.
000348_RUSLAN|Каторжник монстр, злодей.
000349_RUSLAN|Соответственно все наоборот.
000350_RUSLAN|Каратель, полицейский, сыщик, милиционер фигуры благородные и героические.
000351_RUSLAN|Я же с удивлением обнаружил нечто третье.
000352_RUSLAN|Полицейские и воры чрезвычайно напоминают друг друга.
000353_RUSLAN|Заключенные особого режима и лагерные надзиратели безумно похожи.
000354_RUSLAN|Язык, образ мыслей, фольклор, эстетические каноны, нравственные установки.
000355_RUSLAN|Таков результат обоюдного влияния.
000356_RUSLAN|По обе стороны колючей проволоки единый и жестокий мир.
000357_RUSLAN|Это я и попытался выразить.
000358_RUSLAN|И еще одну существенную черту усматриваю я в моем лагерном наследии.
000359_RUSLAN|Сравнительно новый по отношению к мировой литературе штрих.
000360_RUSLAN|Каторга неизменно изображалась с позиций жертвы.
000361_RUSLAN|Каторга же, увы, и пополняла ряды литераторов.
000362_RUSLAN|Лагерная охрана не породила видных мастеров слова.
000363_RUSLAN|Так что мои Записки охранника своеобразная новинка.
000364_RUSLAN|Короче, осенью шестьдесят четверотого года я появился в Ленинграде.
000365_RUSLAN|В тощем рюкзаке лежала Зона.
000366_RUSLAN|Перспективы были самые неясные.
000367_RUSLAN|Начинался важнейший этап моей жизни.
000368_RUSLAN|Я встретился с бывшими приятелями.
000369_RUSLAN|Общаться нам стало трудно.
000370_RUSLAN|Возник какой-то психологический барьер.
000371_RUSLAN|Друзья кончали университет, серьезно занимались филологией.
000372_RUSLAN|Подхваченные теплым ветром начала шестидесятых годов, они интеллектуально расцвели.
000373_RUSLAN|А я безнадежно отстал.
000374_RUSLAN|Я напоминал фронтовика, который вернулся и обнаружил, что его тыловые друзья преуспели.
000375_RUSLAN|Мои ордена позвякивали, как шутовские бубенцы.
000376_RUSLAN|Я побывал на студенческих вечеринках.
000377_RUSLAN|Рассказывал кошмарные лагерные истории.
000378_RUSLAN|Меня деликатно слушали и возвращались к актуальным филологическим темам Пруст, Берроуз, Набоков.
000379_RUSLAN|Все это казалось мне удивительно пресным.
000380_RUSLAN|Я был одержим героическими лагерными воспоминаниями.
000381_RUSLAN|Я произносил тосты в честь умерщвленных надзирателей и конвоиров.
000382_RUSLAN|Я рассказывал о таких ужасах, которые в своей чрезмерности были лишены правдоподобия.
000383_RUSLAN|Я всем надоел.
000384_RUSLAN|Мне понятно, за что высмеивал Тургенев недавнего каторжанина Достоевского.
000385_RUSLAN|К этому времени моя жена полюбила знаменитого столичного литератора.
000386_RUSLAN|Тогда я окончательно надулся и со всеми перессорился.
000387_RUSLAN|Надо было искать работу.
000388_RUSLAN|Мне казалось в ту пору, что журналистика сродни литературе.
000389_RUSLAN|И я поступил в заводскую многотиражку.
000390_RUSLAN|Газетная работа поныне является для меня источником существования.
000391_RUSLAN|Сейчас газета мне опротивела, но тогда я был полон энтузиазма.
000392_RUSLAN|Много говорится о том, что журналистика для литератора занятие пагубное.
000393_RUSLAN|Я этого не ощутил.
000394_RUSLAN|В этих случаях действуют различные участки головного мозга.
000395_RUSLAN|Когда я творю для газеты, у меня изменяется почерк.
000396_RUSLAN|Итак, я поступил в заводскую многотиражку.
000397_RUSLAN|Одновременно писал рассказы.
000398_RUSLAN|Их становилось все больше.
000399_RUSLAN|Они не умещались в толстой папке за сорок копеек.
000400_RUSLAN|Тогда я еще не вполне серьезно относился к этому.
000401_RUSLAN|СОЛО НА УНДЕРВУДЕ
000402_RUSLAN|Однажды брат спросил меня
000403_RUSLAN|Ты пишешь роман?
000404_RUSLAN|И я пишу, обрадовался брат Махнем не глядя?..
000405_RUSLAN|Я должен был кому-то показать свои рукописи.
000406_RUSLAN|Приятели с филфака не внушали доверия.
000407_RUSLAN|Знакомых литераторов у меня не было.
000408_RUSLAN|Только неофициальные.
000409_RUSLAN|ПОТОМОК ДАРТАНЬЯНА
000410_RUSLAN|По бульвару вдоль желтых скамеек, мимо гипсовых урн шагает небольшого роста человек.
000411_RUSLAN|Зовут его Анатолии Найман.
000412_RUSLAN|Быстрые ноги его обтянуты светлыми континентальными джинсами.
000413_RUSLAN|В движениях изящество юного князя.
000414_RUSLAN|Найман интеллектуальный ковбой.
000415_RUSLAN|Успевает нажать спусковой крючок раньше любого оппонента.
000416_RUSLAN|Его трассирующие шутки ядовиты.
000417_RUSLAN|СОЛО НА УНДЕРВУДЕ
000418_RUSLAN|Женщина в трамвае Найману
000419_RUSLAN|Ах, не прикасайтесь ко мне!
000420_RUSLAN|Ничего страшного, я потом вымою руки..
000421_RUSLAN|Кроме того, Найман пишет замечательные стихи, он друг Ахматовой и воспитатель Бродского.
000422_RUSLAN|Я его боюсь.
000423_RUSLAN|Мы встретились на улице Правды.
000424_RUSLAN|Найман оглядел меня с веселым задором.
000425_RUSLAN|Еще бы, подстрелить такую крупную дичь!
000426_RUSLAN|Скоро Найман убедился в том, что я млекопитающее.
000427_RUSLAN|Морж на суше.
000428_RUSLAN|Чересчур большая мишень.
000429_RUSLAN|Стрелять в меня неинтересно.
000430_RUSLAN|Мы, кажется, знакомы?
000431_RUSLAN|Демобилизовались?
000432_RUSLAN|Очень хорошо.
000433_RUSLAN|Что-то пишете?
000434_RUSLAN|Прочитайте строчки три.
000435_RUSLAN|Ах, рассказы?
000436_RUSLAN|Тогда занесите.
000437_RUSLAN|Я живу близко.
000438_RUSLAN|Найман читает мои рассказы.
000439_RUSLAN|Мы гуляем возле Пушкинского театра.
000440_RUSLAN|Через год вы станете прогрессивным молодым автором.
000441_RUSLAN|Если вас это, конечно, устраивает.
000442_RUSLAN|СОЛО НА УНДЕРВУДЕ
000443_RUSLAN|Толя, зову я Наймана.
000444_RUSLAN|пойдемте в гости к Леве Рыскину.
000445_RUSLAN|Какой-то он советский.
000446_RUSLAN|То есть как это советский?
000447_RUSLAN|Вы ошибаетесь! 
000448_RUSLAN|Ну, антисоветский.
000449_RUSLAN|Какая разница?
000450_RUSLAN|Найман спешит.
000451_RUSLAN|Я провожаю его.
000452_RUSLAN|Мне хочется без конца говорить о рассказах.
000453_RUSLAN|Печататься не обязательно.
000454_RUSLAN|Это неважно.
000455_RUSLAN|Когда-нибудь потом.
000456_RUSLAN|Лишь бы написать что-то стоящее.
000457_RUSLAN|Найман рассеянно кивает.
000458_RUSLAN|Он равнодушен даже к созвездию левых москвичей.
000459_RUSLAN|Ему известны литературные тайны прошлого и будущего.
000460_RUSLAN|Современная литература вся невзрачный захламленный тоннель между прошлым и будущим.
000461_RUSLAN|Мы оказываемся в районе новостроек.
000462_RUSLAN|Я пытаюсь ему угодить
000463_RUSLAN|Думаю, Толстой не согласился бы жить в этом унылом районе!
000464_RUSLAN|Толстой не согласился бы жить в этом.
000465_RUSLAN|Мы видимся довольно часто.
000466_RUSLAN|Я приношу новые рассказы.
000467_RUSLAN|Толя их снисходительно похваливает.
000468_RUSLAN|Его жена Лера твердит
000469_RUSLAN|Сергей, у вас нет Бога!
000470_RUSLAN|Я не знаю, кто я такой.
000471_RUSLAN|Пишу рассказы.
000472_RUSLAN|Совесть есть, это точно.
000473_RUSLAN|Я ощущаю ее болезненное наличие.
000474_RUSLAN|Мне грустно, что наша планета в дальнейшем остынет.
000475_RUSLAN|Я завидую Найману.
000476_RUSLAN|Его остроумию, уверенности, злости.
000477_RUSLAN|СОЛО НА УНДЕРВУДЕ
000478_RUSLAN|Найману звонит приятельница
000479_RUSLAN|Приходи к нам обедать.
000480_RUSLAN|Знаешь, возьми по дороге сардин таких импортных, марокканских.
000481_RUSLAN|И варенья какого-нибудь.
000482_RUSLAN|Если тебя не обеспокоят эти расходы
000483_RUSLAN|Эти расходы меня совершенно не обеспокоят.
000484_RUSLAN|Потому что я не куплю ни того, ни другого.
000485_RUSLAN|Я так хочу понравиться Найману.
